取引先コード,取引先名,部品コード,部品名称,棚番１,棚番２,棚番３,当日受入数,当日払出数,伝票NO,備考１,備考２,備考３,在庫数,取引先品番
15026000,コダマ樹脂工業㈱,25221112000,ﾀﾝｸ(ﾌｪｰｴﾙ),JKB,J-111,J-200,5,0,Q-20150804,8/4,,,35,JKB-2522-111-200-0
